family,n,draw
Celastraceae,2,645
Compositae,6,645
Cornaceae,1,645
Cycadaceae,1,645
Cyperaceae,1,645
Dicranaceae,1,645
Ebenaceae,1,645
Elaeocarpaceae,1,645
Elatinaceae,1,645
Euphorbiaceae,3,645
Fissidentaceae,2,645
Hypnaceae,1,645
Iridaceae,2,645
Lamiaceae,2,645
Leguminosae,11,645
Lejeuneaceae,2,645
Lepidoziaceae,1,645
Liliaceae,1,645
Magnoliaceae,1,645
Malvaceae,2,645
Melastomataceae,2,645
Menispermaceae,1,645
Mniaceae,1,645
Myrtaceae,1,645
Orchidaceae,8,645
Oxalidaceae,1,645
Passifloraceae,1,645
Poaceae,5,645
Polypodiaceae,2,645
Pottiaceae,1,645
Primulaceae,1,645
Proteaceae,1,645
Pteridaceae,1,645
Radulaceae,1,645
Ranunculaceae,1,645
Restionaceae,1,645
Rhacocarpaceae,1,645
Rhizophoraceae,1,645
Rubiaceae,2,645
Saxifragaceae,2,645
Solanaceae,1,645
Vitaceae,1,645
Zingiberaceae,2,645
Acanthaceae,1,646
Amaryllidaceae,1,646
Annonaceae,1,646
Arecaceae,1,646
Asparagaceae,1,646
Brassicaceae,2,646
Bryaceae,2,646
Burseraceae,1,646
Calymperaceae,1,646
Campanulaceae,1,646
Caryophyllaceae,1,646
Clusiaceae,1,646
Commelinaceae,1,646
Compositae,9,646
Cupressaceae,1,646
Cyperaceae,5,646
Daltoniaceae,2,646
Dilleniaceae,1,646
Dipterocarpaceae,1,646
Eriocaulaceae,2,646
Fagaceae,1,646
Gesneriaceae,1,646
Hymenophyllaceae,1,646
Hypnaceae,3,646
Lamiaceae,2,646
Leguminosae,8,646
Lepidoziaceae,1,646
Leskeaceae,1,646
Loranthaceae,1,646
Melastomataceae,4,646
Myrtaceae,2,646
Orchidaceae,7,646
Orthotrichaceae,1,646
Poaceae,6,646
Polygonaceae,2,646
Pottiaceae,1,646
Primulaceae,1,646
Pterobryaceae,1,646
Rosaceae,4,646
Rubiaceae,6,646
Salicaceae,1,646
Sapotaceae,2,646
Saxifragaceae,1,646
Scrophulariaceae,1,646
Tovariaceae,1,646
Urticaceae,1,646
Xanthorrhoeaceae,1,646
Amaranthaceae,1,647
Apiaceae,3,647
Apocynaceae,1,647
Araceae,1,647
Arecaceae,1,647
Asparagaceae,1,647
Athyriaceae,1,647
Balantiopsaceae,1,647
Bartramiaceae,1,647
Berberidaceae,1,647
Boraginaceae,1,647
Bromeliaceae,1,647
Bryaceae,1,647
Cannaceae,1,647
Caryophyllaceae,2,647
Celastraceae,1,647
Compositae,9,647
Crassulaceae,1,647
Cyperaceae,3,647
Dicranaceae,1,647
Ebenaceae,1,647
Ericaceae,3,647
Euphorbiaceae,3,647
Fabroniaceae,1,647
Fagaceae,1,647
Gesneriaceae,2,647
Gleicheniaceae,1,647
Juglandaceae,1,647
Lamiaceae,2,647
Leguminosae,4,647
Leucodontaceae,1,647
Lycopodiaceae,1,647
Malpighiaceae,1,647
Malvaceae,1,647
Melastomataceae,4,647
Myrtaceae,2,647
Orchidaceae,9,647
Orobanchaceae,1,647
Phyllanthaceae,1,647
Pilotrichaceae,1,647
Plantaginaceae,2,647
Poaceae,4,647
Podostemaceae,1,647
Primulaceae,2,647
Rhamnaceae,1,647
Rosaceae,1,647
Rubiaceae,4,647
Santalaceae,1,647
Sapindaceae,1,647
Splachnobryaceae,1,647
Stereophyllaceae,1,647
Taxaceae,1,647
Theaceae,1,647
Violaceae,1,647
Xanthorrhoeaceae,1,647
Zingiberaceae,1,647
Acanthaceae,2,648
Amaranthaceae,1,648
Annonaceae,1,648
Apiaceae,2,648
Apocynaceae,2,648
Arecaceae,2,648
Begoniaceae,4,648
Brassicaceae,1,648
Bromeliaceae,2,648
Buxaceae,1,648
Calophyllaceae,1,648
Caprifoliaceae,1,648
Caryophyllaceae,2,648
Combretaceae,1,648
Compositae,14,648
Connaraceae,1,648
Corynocarpaceae,1,648
Cyperaceae,3,648
Daltoniaceae,1,648
Dicranaceae,2,648
Dryopteridaceae,1,648
Ericaceae,2,648
Euphorbiaceae,1,648
Geocalycaceae,1,648
Hamamelidaceae,1,648
Hypnaceae,2,648
Lamiaceae,2,648
Leguminosae,3,648
Leptodontaceae,1,648
Malvaceae,1,648
Marantaceae,1,648
Melastomataceae,1,648
Moraceae,1,648
Myrtaceae,1,648
Neckeraceae,1,648
Ochnaceae,1,648
Orchidaceae,6,648
Orobanchaceae,1,648
Pandanaceae,1,648
Pentaphylacaceae,1,648
Phyllanthaceae,2,648
Pinaceae,1,648
Piperaceae,1,648
Poaceae,3,648
Polygonaceae,1,648
Pterigynandraceae,1,648
Ranunculaceae,2,648
Rhizogoniaceae,1,648
Rosaceae,1,648
Rubiaceae,2,648
Salicaceae,1,648
Santalaceae,1,648
Sematophyllaceae,1,648
Thuidiaceae,1,648
Urticaceae,2,648
Verbenaceae,1,648
Zygophyllaceae,1,648
Acanthaceae,3,649
Amaryllidaceae,1,649
Apocynaceae,1,649
Aristolochiaceae,1,649
Asparagaceae,1,649
Aspleniaceae,1,649
Boraginaceae,2,649
Brassicaceae,1,649
Bromeliaceae,2,649
Cactaceae,2,649
Capparaceae,1,649
Compositae,8,649
Cucurbitaceae,1,649
Cyperaceae,2,649
Dicranaceae,3,649
Dioscoreaceae,2,649
Dryopteridaceae,1,649
Entodontaceae,1,649
Ericaceae,2,649
Euphorbiaceae,1,649
Garryaceae,1,649
Gentianaceae,1,649
Geraniaceae,1,649
Gesneriaceae,2,649
Heliconiaceae,1,649
Iridaceae,1,649
Lamiaceae,3,649
Lauraceae,1,649
Leguminosae,11,649
Leucodontaceae,1,649
Malvaceae,1,649
Melanthiaceae,1,649
Meliaceae,1,649
Microtheciellaceae,1,649
Moraceae,1,649
Myrtaceae,2,649
Oleaceae,1,649
Onagraceae,1,649
Orchidaceae,7,649
Pandanaceae,1,649
Phyllanthaceae,1,649
Piperaceae,1,649
Plantaginaceae,1,649
Poaceae,1,649
Polygalaceae,1,649
Polypodiaceae,2,649
Pottiaceae,3,649
Primulaceae,3,649
Pteridaceae,1,649
Rosaceae,1,649
Rubiaceae,1,649
Salicaceae,1,649
Scrophulariaceae,1,649
Solanaceae,1,649
Verbenaceae,1,649
Xyridaceae,1,649
Acanthaceae,1,650
Amaryllidaceae,2,650
Annonaceae,1,650
Apocynaceae,4,650
Apodanthaceae,1,650
Aquifoliaceae,2,650
Araceae,1,650
Aristolochiaceae,1,650
Bartramiaceae,3,650
Boraginaceae,2,650
Brassicaceae,3,650
Bromeliaceae,2,650
Campanulaceae,1,650
Caryophyllaceae,1,650
Compositae,8,650
Cyperaceae,1,650
Dicranaceae,2,650
Dryopteridaceae,1,650
Eriocaulaceae,1,650
Geraniaceae,1,650
Gesneriaceae,1,650
Goodeniaceae,1,650
Hamamelidaceae,1,650
Iridaceae,1,650
Juncaceae,1,650
Lamiaceae,1,650
Lecythidaceae,1,650
Leguminosae,8,650
Loranthaceae,1,650
Melanthiaceae,2,650
Meliaceae,1,650
Nyctaginaceae,1,650
Orchidaceae,11,650
Papaveraceae,1,650
Pilotrichaceae,1,650
Plantaginaceae,1,650
Plumbaginaceae,1,650
Poaceae,3,650
Polygalaceae,1,650
Polytrichaceae,1,650
Pottiaceae,4,650
Primulaceae,1,650
Ricciaceae,1,650
Rosaceae,1,650
Rubiaceae,2,650
Sapindaceae,1,650
Sematophyllaceae,1,650
Solanaceae,2,650
Thymelaeaceae,1,650
Vitaceae,1,650
Xanthorrhoeaceae,1,650
Zingiberaceae,3,650
Acanthaceae,2,651
Aizoaceae,1,651
Amaryllidaceae,1,651
Annonaceae,2,651
Apocynaceae,2,651
Araceae,1,651
Araliaceae,1,651
Arecaceae,1,651
Brassicaceae,1,651
Bryaceae,1,651
Cactaceae,2,651
Campanulaceae,3,651
Caprifoliaceae,1,651
Caryophyllaceae,2,651
Celastraceae,1,651
Clusiaceae,1,651
Compositae,16,651
Cyclanthaceae,1,651
Cyperaceae,2,651
Ericaceae,1,651
Euphorbiaceae,1,651
Fissidentaceae,1,651
Geraniaceae,1,651
Hypnaceae,1,651
Iridaceae,1,651
Lamiaceae,4,651
Leguminosae,2,651
Magnoliaceae,1,651
Malpighiaceae,1,651
Meesiaceae,1,651
Melastomataceae,2,651
Meteoriaceae,1,651
Mniaceae,1,651
Moraceae,2,651
Neckeraceae,1,651
Orchidaceae,11,651
Orobanchaceae,1,651
Pandanaceae,1,651
Pilotrichaceae,1,651
Piperaceae,2,651
Plantaginaceae,1,651
Plumbaginaceae,1,651
Poaceae,2,651
Polygonaceae,1,651
Rosaceae,3,651
Rubiaceae,6,651
Rutaceae,1,651
Scrophulariaceae,1,651
Sematophyllaceae,1,651
Vochysiaceae,1,651
Anacardiaceae,1,652
Annonaceae,1,652
Apiaceae,1,652
Apocynaceae,3,652
Araceae,1,652
Araliaceae,2,652
Blechnaceae,1,652
Boraginaceae,1,652
Brassicaceae,1,652
Bromeliaceae,1,652
Cactaceae,1,652
Calyceraceae,1,652
Caryophyllaceae,2,652
Chrysobalanaceae,1,652
Cistaceae,2,652
Compositae,11,652
Convolvulaceae,1,652
Cyperaceae,1,652
Dilleniaceae,1,652
Droseraceae,1,652
Dryopteridaceae,3,652
Ericaceae,1,652
Euphorbiaceae,2,652
Fagaceae,1,652
Gesneriaceae,1,652
Hylocomiaceae,1,652
Ixonanthaceae,1,652
Jungermanniaceae,1,652
Lamiaceae,3,652
Leguminosae,7,652
Loranthaceae,1,652
Magnoliaceae,1,652
Malpighiaceae,1,652
Malvaceae,2,652
Marcgraviaceae,1,652
Melastomataceae,2,652
Myrtaceae,3,652
Ochnaceae,1,652
Orchidaceae,8,652
Pandanaceae,1,652
Pentaphylacaceae,1,652
Phrymaceae,1,652
Phyllanthaceae,1,652
Poaceae,3,652
Polytrichaceae,2,652
Portulacaceae,1,652
Primulaceae,2,652
Proteaceae,1,652
Pteridaceae,1,652
Rhamnaceae,1,652
Rubiaceae,2,652
Rutaceae,1,652
Sapindaceae,1,652
Sapotaceae,1,652
Urticaceae,1,652
Velloziaceae,1,652
Acanthaceae,1,653
Amaranthaceae,1,653
Apiaceae,1,653
Apocynaceae,3,653
Araceae,4,653
Arecaceae,1,653
Arnelliaceae,1,653
Asparagaceae,2,653
Begoniaceae,1,653
Betulaceae,1,653
Brassicaceae,1,653
Cactaceae,1,653
Calymperaceae,1,653
Campanulaceae,1,653
Caryophyllaceae,1,653
Commelinaceae,1,653
Compositae,12,653
Cornaceae,1,653
Crassulaceae,1,653
Dicranaceae,1,653
Dioscoreaceae,1,653
Dryopteridaceae,2,653
Eriocaulaceae,2,653
Escalloniaceae,1,653
Fabroniaceae,1,653
Fissidentaceae,1,653
Funariaceae,1,653
Gentianaceae,2,653
Geraniaceae,2,653
Goodeniaceae,1,653
Hypnaceae,2,653
Hypoxidaceae,1,653
Lauraceae,1,653
Leguminosae,3,653
Lepidoziaceae,1,653
Malvaceae,2,653
Marantaceae,1,653
Nymphaeaceae,1,653
Onagraceae,1,653
Orchidaceae,7,653
Pandanaceae,1,653
Pinaceae,1,653
Piperaceae,1,653
Plantaginaceae,1,653
Plumbaginaceae,1,653
Poaceae,2,653
Polemoniaceae,1,653
Polygonaceae,1,653
Polypodiaceae,1,653
Pottiaceae,1,653
Rubiaceae,3,653
Sapindaceae,3,653
Sapotaceae,1,653
Sematophyllaceae,1,653
Solanaceae,1,653
Splachnaceae,1,653
Thelypteridaceae,1,653
Vitaceae,1,653
Vochysiaceae,1,653
Xyridaceae,1,653
Zingiberaceae,2,653
Aizoaceae,3,654
Amaranthaceae,2,654
Amaryllidaceae,3,654
Anacardiaceae,1,654
Aneuraceae,1,654
Apiaceae,1,654
Apocynaceae,1,654
Araceae,2,654
Arecaceae,2,654
Asparagaceae,2,654
Boraginaceae,2,654
Brassicaceae,1,654
Cactaceae,1,654
Calceolariaceae,1,654
Campanulaceae,1,654
Celastraceae,1,654
Compositae,11,654
Convolvulaceae,1,654
Cyatheaceae,1,654
Dilleniaceae,1,654
Ericaceae,1,654
Euphorbiaceae,3,654
Fissidentaceae,1,654
Gentianaceae,2,654
Grimmiaceae,1,654
Lamiaceae,1,654
Leguminosae,6,654
Loasaceae,2,654
Loranthaceae,1,654
Malpighiaceae,1,654
Malvaceae,2,654
Melanthiaceae,1,654
Melastomataceae,1,654
Meteoriaceae,1,654
Moraceae,1,654
Myrtaceae,2,654
Orchidaceae,4,654
Phyllanthaceae,2,654
Piperaceae,2,654
Plagiochilaceae,1,654
Plantaginaceae,1,654
Poaceae,5,654
Pottiaceae,1,654
Primulaceae,1,654
Proteaceae,1,654
Ranunculaceae,1,654
Restionaceae,1,654
Rosaceae,1,654
Rubiaceae,2,654
Rutaceae,1,654
Salicaceae,1,654
Sapindaceae,1,654
Sapotaceae,1,654
Scrophulariaceae,1,654
Smilacaceae,1,654
Thymelaeaceae,2,654
Violaceae,1,654
Alstroemeriaceae,1,655
Anacardiaceae,1,655
Annonaceae,1,655
Apiaceae,2,655
Araliaceae,1,655
Arecaceae,1,655
Asparagaceae,2,655
Begoniaceae,1,655
Boraginaceae,1,655
Brachytheciaceae,2,655
Bromeliaceae,1,655
Bryaceae,1,655
Burseraceae,1,655
Cactaceae,2,655
Campanulaceae,1,655
Cleomaceae,1,655
Compositae,8,655
Convolvulaceae,1,655
Cyclanthaceae,1,655
Cyperaceae,3,655
Daltoniaceae,1,655
Dicranaceae,2,655
Ericaceae,2,655
Euphorbiaceae,1,655
Fissidentaceae,1,655
Gentianaceae,1,655
Gesneriaceae,1,655
Grimmiaceae,1,655
Hypnaceae,1,655
Juncaceae,1,655
Leguminosae,4,655
Lejeuneaceae,2,655
Lycopodiaceae,1,655
Malvaceae,1,655
Marattiaceae,1,655
Melastomataceae,3,655
Meliaceae,1,655
Myristicaceae,1,655
Oleaceae,1,655
Orchidaceae,8,655
Pallaviciniaceae,1,655
Pentaphylacaceae,1,655
Phyllanthaceae,1,655
Plantaginaceae,1,655
Poaceae,3,655
Polemoniaceae,1,655
Polygalaceae,1,655
Polypodiaceae,1,655
Pottiaceae,1,655
Pteridaceae,1,655
Ranunculaceae,1,655
Rosaceae,1,655
Rubiaceae,7,655
Sapindaceae,2,655
Sapotaceae,1,655
Sematophyllaceae,1,655
Solanaceae,2,655
Xanthorrhoeaceae,1,655
Zingiberaceae,2,655
Aizoaceae,1,656
Amaranthaceae,2,656
Amaryllidaceae,1,656
Aneuraceae,1,656
Annonaceae,1,656
Apocynaceae,3,656
Araceae,1,656
Asparagaceae,2,656
Boraginaceae,1,656
Caprifoliaceae,2,656
Celastraceae,1,656
Combretaceae,1,656
Compositae,9,656
Convolvulaceae,3,656
Cyperaceae,3,656
Encalyptaceae,1,656
Eriocaulaceae,1,656
Euphorbiaceae,3,656
Gentianaceae,1,656
Geraniaceae,1,656
Gesneriaceae,2,656
Hypnaceae,1,656
Hypopterygiaceae,1,656
Jungermanniaceae,1,656
Lamiaceae,4,656
Leguminosae,3,656
Linaceae,2,656
Lycopodiaceae,1,656
Moraceae,2,656
Myrtaceae,1,656
Orchidaceae,9,656
Orthotrichaceae,1,656
Pandanaceae,1,656
Phyllanthaceae,1,656
Plagiochilaceae,1,656
Plantaginaceae,1,656
Poaceae,1,656
Polytrichaceae,1,656
Radulaceae,1,656
Ranunculaceae,3,656
Restionaceae,1,656
Rosaceae,4,656
Rubiaceae,2,656
Rutaceae,1,656
Sapindaceae,2,656
Scrophulariaceae,1,656
Sematophyllaceae,1,656
Solanaceae,1,656
Stereophyllaceae,1,656
Thelypteridaceae,1,656
Thymelaeaceae,1,656
Urticaceae,1,656
Vitaceae,1,656
Xanthorrhoeaceae,1,656
Zamiaceae,1,656
Zingiberaceae,1,656
Acanthaceae,1,657
Aizoaceae,1,657
Apiaceae,1,657
Apocynaceae,1,657
Arecaceae,1,657
Bartramiaceae,1,657
Boraginaceae,1,657
Brassicaceae,2,657
Bromeliaceae,1,657
Burseraceae,1,657
Calymperaceae,1,657
Campanulaceae,1,657
Caryophyllaceae,2,657
Compositae,10,657
Cyatheaceae,1,657
Dryopteridaceae,2,657
Ericaceae,2,657
Eriocaulaceae,1,657
Euphorbiaceae,2,657
Geocalycaceae,1,657
Gesneriaceae,1,657
Gleicheniaceae,1,657
Hypnaceae,3,657
Lamiaceae,2,657
Lauraceae,1,657
Leguminosae,10,657
Malpighiaceae,1,657
Melastomataceae,1,657
Meliaceae,1,657
Moraceae,1,657
Myrtaceae,2,657
Onagraceae,1,657
Orchidaceae,14,657
Orthotrichaceae,1,657
Phrymaceae,1,657
Phyllanthaceae,1,657
Plantaginaceae,1,657
Poaceae,4,657
Pottiaceae,2,657
Primulaceae,2,657
Ranunculaceae,1,657
Rosaceae,4,657
Rubiaceae,5,657
Salicaceae,1,657
Sapotaceae,1,657
Violaceae,1,657
Acanthaceae,1,658
Aizoaceae,1,658
Amblystegiaceae,1,658
Asparagaceae,1,658
Begoniaceae,1,658
Boraginaceae,2,658
Burseraceae,1,658
Chrysobalanaceae,1,658
Compositae,7,658
Convolvulaceae,2,658
Cyperaceae,1,658
Dilleniaceae,1,658
Ebenaceae,1,658
Eriocaulaceae,1,658
Geraniaceae,2,658
Gesneriaceae,2,658
Hypnaceae,1,658
Jubulaceae,1,658
Jungermanniaceae,2,658
Lamiaceae,2,658
Lauraceae,1,658
Leguminosae,10,658
Loasaceae,1,658
Loranthaceae,1,658
Lythraceae,1,658
Melastomataceae,2,658
Moraceae,1,658
Myrtaceae,2,658
Ochnaceae,1,658
Orchidaceae,16,658
Orthotrichaceae,2,658
Oxalidaceae,1,658
Pandanaceae,1,658
Piperaceae,1,658
Poaceae,5,658
Polytrichaceae,1,658
Pottiaceae,2,658
Primulaceae,4,658
Ranunculaceae,2,658
Rhamnaceae,1,658
Rosaceae,1,658
Rubiaceae,2,658
Rutaceae,1,658
Sapotaceae,1,658
Saxifragaceae,1,658
Sematophyllaceae,1,658
Thymelaeaceae,1,658
Trachypodaceae,1,658
Velloziaceae,1,658
Aizoaceae,1,659
Annonaceae,1,659
Apiaceae,1,659
Apocynaceae,1,659
Aquifoliaceae,2,659
Boraginaceae,1,659
Brassicaceae,1,659
Bromeliaceae,1,659
Caryophyllaceae,3,659
Celastraceae,1,659
Compositae,8,659
Conocephalaceae,1,659
Crassulaceae,1,659
Cunoniaceae,1,659
Cyperaceae,2,659
Dioscoreaceae,1,659
Ericaceae,1,659
Hylocomiaceae,1,659
Hypnaceae,1,659
Iridaceae,2,659
Juncaceae,1,659
Lamiaceae,4,659
Lauraceae,1,659
Leguminosae,14,659
Lejeuneaceae,1,659
Linderniaceae,1,659
Malvaceae,2,659
Melastomataceae,2,659
Meteoriaceae,1,659
Moraceae,2,659
Moringaceae,1,659
Myrtaceae,2,659
Oleaceae,1,659
Orchidaceae,6,659
Orthotrichaceae,2,659
Passifloraceae,1,659
Piperaceae,1,659
Plagiochilaceae,1,659
Poaceae,3,659
Polygalaceae,1,659
Polygonaceae,1,659
Polypodiaceae,1,659
Proteaceae,1,659
Rosaceae,2,659
Rubiaceae,5,659
Saxifragaceae,1,659
Scrophulariaceae,3,659
Solanaceae,2,659
Urticaceae,1,659
Zingiberaceae,1,659
Aizoaceae,2,660
Apiaceae,1,660
Apocynaceae,2,660
Araceae,1,660
Aspleniaceae,1,660
Brassicaceae,2,660
Bryaceae,1,660
Burseraceae,1,660
Cactaceae,2,660
Campanulaceae,1,660
Caryophyllaceae,2,660
Celastraceae,1,660
Compositae,7,660
Crassulaceae,1,660
Ericaceae,1,660
Eriocaulaceae,2,660
Euphorbiaceae,1,660
Gentianaceae,1,660
Hymenophyllaceae,1,660
Hypnaceae,1,660
Iridaceae,1,660
Jungermanniaceae,1,660
Kirkiaceae,1,660
Lamiaceae,1,660
Leguminosae,11,660
Lejeuneaceae,1,660
Liliaceae,1,660
Malvaceae,1,660
Meliaceae,1,660
Myrtaceae,2,660
Orchidaceae,6,660
Orobanchaceae,1,660
Oxalidaceae,1,660
Pandanaceae,1,660
Passifloraceae,1,660
Phyllanthaceae,1,660
Piperaceae,2,660
Plantaginaceae,1,660
Poaceae,8,660
Polemoniaceae,1,660
Pottiaceae,1,660
Primulaceae,1,660
Proteaceae,1,660
Restionaceae,2,660
Rhamnaceae,1,660
Ricciaceae,1,660
Rosaceae,2,660
Rubiaceae,3,660
Santalaceae,1,660
Scrophulariaceae,1,660
Solanaceae,2,660
Thymelaeaceae,2,660
Vitaceae,2,660
Xanthorrhoeaceae,1,660
Zingiberaceae,1,660
Acanthaceae,1,661
Aizoaceae,1,661
Amaranthaceae,2,661
Anacardiaceae,1,661
Apiaceae,1,661
Apocynaceae,3,661
Araliaceae,1,661
Begoniaceae,2,661
Bignoniaceae,1,661
Brassicaceae,3,661
Campanulaceae,1,661
Caryophyllaceae,3,661
Celastraceae,1,661
Chrysobalanaceae,1,661
Compositae,11,661
Convolvulaceae,1,661
Cyatheaceae,1,661
Cyperaceae,3,661
Cytinaceae,1,661
Dioscoreaceae,1,661
Dryopteridaceae,1,661
Ericaceae,1,661
Euphorbiaceae,1,661
Fagaceae,1,661
Fissidentaceae,1,661
Goodeniaceae,1,661
Grossulariaceae,1,661
Hydrangeaceae,1,661
Hypnaceae,2,661
Lauraceae,2,661
Leguminosae,5,661
Lejeuneaceae,1,661
Liliaceae,1,661
Lophocoleaceae,1,661
Meteoriaceae,1,661
Moraceae,1,661
Myrtaceae,1,661
Nyctaginaceae,1,661
Onagraceae,1,661
Orchidaceae,10,661
Pallaviciniaceae,1,661
Phyllanthaceae,1,661
Picramniaceae,1,661
Plumbaginaceae,1,661
Poaceae,2,661
Podostemaceae,1,661
Polygalaceae,1,661
Polygonaceae,1,661
Primulaceae,2,661
Proteaceae,1,661
Rosaceae,2,661
Rubiaceae,4,661
Rutaceae,1,661
Sapindaceae,2,661
Sapotaceae,1,661
Xanthorrhoeaceae,1,661
Acanthaceae,5,662
Annonaceae,2,662
Apiaceae,4,662
Apocynaceae,1,662
Araceae,2,662
Arecaceae,1,662
Aspleniaceae,1,662
Athyriaceae,1,662
Bartramiaceae,1,662
Bryaceae,1,662
Campanulaceae,2,662
Caprifoliaceae,1,662
Caryophyllaceae,1,662
Clusiaceae,1,662
Compositae,9,662
Cupressaceae,1,662
Cyperaceae,2,662
Dicranaceae,1,662
Dryopteridaceae,1,662
Ebenaceae,1,662
Entodontaceae,1,662
Ericaceae,1,662
Eriocaulaceae,1,662
Euphorbiaceae,2,662
Gentianaceae,1,662
Herbertaceae,1,662
Hypnodendraceae,1,662
Iridaceae,1,662
Lauraceae,1,662
Leguminosae,4,662
Lejeuneaceae,1,662
Loganiaceae,1,662
Loranthaceae,1,662
Malpighiaceae,1,662
Malvaceae,2,662
Marantaceae,1,662
Meliaceae,1,662
Orchidaceae,10,662
Orthotrichaceae,2,662
Pandanaceae,2,662
Phyllanthaceae,1,662
Piperaceae,1,662
Poaceae,6,662
Polytrichaceae,1,662
Primulaceae,1,662
Proteaceae,1,662
Ranunculaceae,1,662
Rosaceae,2,662
Rubiaceae,2,662
Rutaceae,1,662
Santalaceae,1,662
Schoepfiaceae,1,662
Sematophyllaceae,1,662
Symplocaceae,1,662
Thymelaeaceae,1,662
Xyridaceae,1,662
Amaranthaceae,2,663
Amaryllidaceae,1,663
Annonaceae,1,663
Apiaceae,2,663
Apocynaceae,2,663
Araceae,1,663
Araliaceae,1,663
Arecaceae,1,663
Aristolochiaceae,1,663
Asparagaceae,2,663
Bartramiaceae,1,663
Brassicaceae,1,663
Bromeliaceae,2,663
Campanulaceae,1,663
Caprifoliaceae,1,663
Caryophyllaceae,2,663
Combretaceae,1,663
Compositae,11,663
Cucurbitaceae,1,663
Cupressaceae,1,663
Cyperaceae,1,663
Euphorbiaceae,2,663
Fissidentaceae,1,663
Gesneriaceae,2,663
Hookeriaceae,1,663
Juglandaceae,1,663
Lauraceae,1,663
Leguminosae,7,663
Lejeuneaceae,1,663
Liliaceae,1,663
Lophocoleaceae,1,663
Mayacaceae,1,663
Menispermaceae,1,663
Montiaceae,1,663
Myrtaceae,5,663
Orchidaceae,8,663
Phyllanthaceae,1,663
Plantaginaceae,1,663
Poaceae,3,663
Podocarpaceae,1,663
Polypodiaceae,1,663
Ranunculaceae,1,663
Restionaceae,1,663
Ricciaceae,1,663
Rubiaceae,6,663
Rutaceae,1,663
Salicaceae,1,663
Santalaceae,2,663
Sapotaceae,1,663
Saxifragaceae,1,663
Solanaceae,1,663
Ticodendraceae,1,663
Violaceae,1,663
Xanthorrhoeaceae,1,663
Zingiberaceae,1,663
Acanthaceae,3,664
Aizoaceae,1,664
Annonaceae,1,664
Anthocerotaceae,1,664
Apiaceae,1,664
Apocynaceae,3,664
Aristolochiaceae,1,664
Athyriaceae,1,664
Betulaceae,1,664
Boraginaceae,1,664
Bromeliaceae,2,664
Campanulaceae,1,664
Capparaceae,1,664
Compositae,12,664
Convolvulaceae,1,664
Cyperaceae,1,664
Entodontaceae,1,664
Euphorbiaceae,1,664
Fagaceae,1,664
Gesneriaceae,1,664
Hamamelidaceae,1,664
Juncaceae,1,664
Lamiaceae,1,664
Leguminosae,8,664
Lentibulariaceae,1,664
Leucodontaceae,1,664
Lophocoleaceae,1,664
Malpighiaceae,2,664
Malvaceae,1,664
Marantaceae,1,664
Melastomataceae,2,664
Myrtaceae,3,664
Oleaceae,1,664
Orchidaceae,8,664
Pandanaceae,1,664
Pentaphylacaceae,1,664
Pinaceae,1,664
Poaceae,5,664
Pottiaceae,3,664
Proteaceae,1,664
Pteridaceae,2,664
Ranunculaceae,1,664
Rosaceae,1,664
Rubiaceae,5,664
Sapindaceae,2,664
Sematophyllaceae,1,664
Solanaceae,2,664
Sphagnaceae,1,664
Styracaceae,1,664
Vitaceae,1,664
Zingiberaceae,1,664
Acanthaceae,1,665
Aizoaceae,1,665
Amaranthaceae,1,665
Apiaceae,2,665
Apocynaceae,4,665
Aquifoliaceae,1,665
Arecaceae,2,665
Asparagaceae,2,665
Atherospermataceae,1,665
Boraginaceae,1,665
Brachytheciaceae,1,665
Brassicaceae,1,665
Bromeliaceae,1,665
Bryaceae,2,665
Cactaceae,2,665
Campanulaceae,3,665
Cleveaceae,1,665
Compositae,9,665
Cucurbitaceae,2,665
Davalliaceae,1,665
Droseraceae,1,665
Euphorbiaceae,4,665
Geraniaceae,1,665
Grimmiaceae,1,665
Hypnaceae,1,665
Iridaceae,2,665
Lauraceae,1,665
Leguminosae,14,665
Lejeuneaceae,1,665
Loasaceae,1,665
Magnoliaceae,1,665
Meteoriaceae,1,665
Myrtaceae,1,665
Nartheciaceae,1,665
Orchidaceae,7,665
Orobanchaceae,1,665
Orthotrichaceae,1,665
Passifloraceae,1,665
Phrymaceae,1,665
Pinaceae,1,665
Piperaceae,1,665
Plagiochilaceae,1,665
Plantaginaceae,1,665
Poaceae,3,665
Polypodiaceae,1,665
Pottiaceae,1,665
Rosaceae,2,665
Rubiaceae,1,665
Salicaceae,1,665
Sapindaceae,1,665
Sematophyllaceae,1,665
Thymelaeaceae,1,665
Xanthorrhoeaceae,1,665
Amaranthaceae,1,666
Amblystegiaceae,1,666
Apiaceae,1,666
Apocynaceae,3,666
Araceae,3,666
Araliaceae,1,666
Berberidaceae,1,666
Brassicaceae,1,666
Bryaceae,3,666
Campanulaceae,1,666
Clusiaceae,1,666
Compositae,6,666
Cyclanthaceae,1,666
Cyperaceae,1,666
Dichapetalaceae,1,666
Dryopteridaceae,1,666
Ebenaceae,1,666
Ericaceae,1,666
Euphorbiaceae,3,666
Fagaceae,2,666
Gentianaceae,1,666
Gesneriaceae,1,666
Gleicheniaceae,1,666
Hookeriaceae,1,666
Hypnaceae,2,666
Juglandaceae,1,666
Lauraceae,1,666
Leguminosae,6,666
Loganiaceae,1,666
